prov	city	area	adcode	zipcode
浙江省	嘉兴市	嘉善县	330421	314100
浙江省	嘉兴市	海盐县	330424	314300
浙江省	嘉兴市	海宁市	330481	314400
浙江省	嘉兴市	平湖市	330482	314200
浙江省	嘉兴市	桐乡市	330483	314500
浙江省	湖州市	吴兴区	330502	313000
浙江省	湖州市	南浔区	330503	313000
浙江省	湖州市	德清县	330521	313200
浙江省	湖州市	长兴县	330522	313100
浙江省	湖州市	安吉县	330523	313300
浙江省	绍兴市	越城区	330602	312000
浙江省	绍兴市	柯桥区	330603	312000
浙江省	绍兴市	上虞区	330604	312300
浙江省	绍兴市	新昌县	330624	312500
浙江省	绍兴市	诸暨市	330681	311800
浙江省	绍兴市	嵊州市	330683	312400
浙江省	金华市	婺城区	330702	321000
浙江省	金华市	金东区	330703	321000
浙江省	金华市	武义县	330723	321200
浙江省	金华市	浦江县	330726	322200
浙江省	金华市	磐安县	330727	322300
浙江省	金华市	兰溪市	330781	321100
浙江省	金华市	义乌市	330782	322000
浙江省	金华市	东阳市	330783	322100
浙江省	金华市	永康市	330784	321300
浙江省	衢州市	柯城区	330802	324000
浙江省	衢州市	衢江区	330803	324000
浙江省	衢州市	常山县	330822	324200
浙江省	衢州市	开化县	330824	324300
浙江省	衢州市	龙游县	330825	324400
浙江省	衢州市	江山市	330881	324100
浙江省	舟山市	定海区	330902	316000
浙江省	舟山市	普陀区	330903	316100
浙江省	舟山市	岱山县	330921	316200
浙江省	舟山市	嵊泗县	330922	202400
浙江省	台州市	椒江区	331002	318000
浙江省	台州市	黄岩区	331003	318000
浙江省	台州市	路桥区	331004	318000
浙江省	台州市	三门县	331022	317100
浙江省	台州市	天台县	331023	317200
浙江省	台州市	仙居县	331024	317300
浙江省	台州市	温岭市	331081	317500
浙江省	台州市	临海市	331082	317000
浙江省	台州市	玉环市	331083	317600
浙江省	丽水市	莲都区	331102	323000
浙江省	丽水市	青田县	331121	323900
浙江省	丽水市	缙云县	331122	321400
浙江省	丽水市	遂昌县	331123	323300
浙江省	丽水市	松阳县	331124	323400
浙江省	丽水市	云和县	331125	323600
浙江省	丽水市	庆元县	331126	323800
浙江省	丽水市	景宁畲族自治县	331127	323500
浙江省	丽水市	龙泉市	331181	323700
安徽省	合肥市	瑶海区	340102	230000
安徽省	合肥市	庐阳区	340103	230000
安徽省	合肥市	蜀山区	340104	230000
安徽省	合肥市	包河区	340111	230000
安徽省	合肥市	长丰县	340121	231100
安徽省	合肥市	肥东县	340122	231600
安徽省	合肥市	肥西县	340123	231200
安徽省	合肥市	庐江县	340124	231500
安徽省	合肥市	巢湖市	340181	238000
安徽省	芜湖市	镜湖区	340202	241100
安徽省	芜湖市	鸠江区	340207	241000
安徽省	芜湖市	弋江区	340209	241000
安徽省	芜湖市	湾沚区	340210	241100
安徽省	芜湖市	繁昌区	340212	241200
安徽省	芜湖市	南陵县	340223	241300
安徽省	芜湖市	无为市	340281	238300
安徽省	蚌埠市	龙子湖区	340302	233000
安徽省	蚌埠市	蚌山区	340303	233000
安徽省	蚌埠市	禹会区	340304	233000
安徽省	蚌埠市	淮上区	340311	233000
安徽省	蚌埠市	怀远县	340321	233400
安徽省	蚌埠市	五河县	340322	233300
安徽省	蚌埠市	固镇县	340323	233700
安徽省	淮南市	大通区	340402	232000
安徽省	淮南市	田家庵区	340403	232000
安徽省	淮南市	谢家集区	340404	232000
安徽省	淮南市	八公山区	340405	232000
安徽省	淮南市	潘集区	340406	232000
安徽省	淮南市	凤台县	340421	232100
安徽省	淮南市	寿县	340422	232200
安徽省	马鞍山市	花山区	340503	243000
安徽省	马鞍山市	雨山区	340504	243000
安徽省	马鞍山市	博望区	340506	243100
安徽省	马鞍山市	当涂县	340521	243100
安徽省	马鞍山市	含山县	340522	238100
安徽省	马鞍山市	和县	340523	238200
安徽省	淮北市	杜集区	340602	235000
安徽省	淮北市	相山区	340603	235000
安徽省	淮北市	烈山区	340604	235000
安徽省	淮北市	濉溪县	340621	235100
安徽省	铜陵市	铜官区	340705	244000
安徽省	铜陵市	义安区	340706	244100
安徽省	铜陵市	郊区	340711	246700
安徽省	铜陵市	枞阳县	340722	246700
安徽省	安庆市	迎江区	340802	246000
安徽省	安庆市	大观区	340803	246000
安徽省	安庆市	宜秀区	340811	246000
安徽省	安庆市	怀宁县	340822	246100
安徽省	安庆市	太湖县	340825	246400
安徽省	安庆市	宿松县	340826	246500
安徽省	安庆市	望江县	340827	246200
安徽省	安庆市	岳西县	340828	246600
安徽省	安庆市	桐城市	340881	231400
安徽省	安庆市	潜山市	340882	246300
安徽省	黄山市	屯溪区	341002	245000
安徽省	黄山市	黄山区	341003	245700
安徽省	黄山市	徽州区	341004	245900
安徽省	黄山市	歙县	341021	245200
安徽省	黄山市	休宁县	341022	245400
安徽省	黄山市	黟县	341023	245500
安徽省	黄山市	祁门县	341024	245600
安徽省	滁州市	琅琊区	341102	239000
安徽省	滁州市	南谯区	341103	239000
安徽省	滁州市	来安县	341122	239200
安徽省	滁州市	全椒县	341124	239500
安徽省	滁州市	定远县	341125	233200
安徽省	滁州市	凤阳县	341126	233100
安徽省	滁州市	天长市	341181	239300
安徽省	滁州市	明光市	341182	239400
安徽省	阜阳市	颍州区	341202	236100
安徽省	阜阳市	颍东区	341203	236100
安徽省	阜阳市	颍泉区	341204	236100
安徽省	阜阳市	临泉县	341221	236400
安徽省	阜阳市	太和县	341222	236600
安徽省	阜阳市	阜南县	341225	236300
安徽省	阜阳市	颍上县	341226	236200
安徽省	阜阳市	界首市	341282	236500
安徽省	宿州市	埇桥区	341302	234100
安徽省	宿州市	砀山县	341321	235300
安徽省	宿州市	萧县	341322	235200
安徽省	宿州市	灵璧县	341323	234200
安徽省	宿州市	泗县	341324	234300
安徽省	六安市	金安区	341502	237100
安徽省	六安市	裕安区	341503	237100
安徽省	六安市	叶集区	341504	237400
安徽省	六安市	霍邱县	341522	237400
安徽省	六安市	舒城县	341523	231300
安徽省	六安市	金寨县	341524	237300
安徽省	六安市	霍山县	341525	237200
安徽省	亳州市	谯城区	341602	236800
安徽省	亳州市	涡阳县	341621	233600
安徽省	亳州市	蒙城县	341622	233500
安徽省	亳州市	利辛县	341623	236700
安徽省	池州市	贵池区	341702	247100
安徽省	池州市	东至县	341721	247200
安徽省	池州市	石台县	341722	245100
安徽省	池州市	青阳县	341723	242800
安徽省	宣城市	宣州区	341802	242000
安徽省	宣城市	郎溪县	341821	242100
安徽省	宣城市	泾县	341823	242500
安徽省	宣城市	绩溪县	341824	245300
安徽省	宣城市	旌德县	341825	242600
安徽省	宣城市	宁国市	341881	242300
安徽省	宣城市	广德市	341882	242200
福建省	福州市	鼓楼区	350102	350000
福建省	福州市	台江区	350103	350000
福建省	福州市	仓山区	350104	350000
福建省	福州市	马尾区	350105	350000
福建省	福州市	晋安区	350111	350000
福建省	福州市	长乐区	350112	350200
福建省	福州市	闽侯县	350121	350100
福建省	福州市	连江县	350122	350500
福建省	福州市	罗源县	350123	350600
福建省	福州市	闽清县	350124	350800
福建省	福州市	永泰县	350125	350700
福建省	福州市	平潭县	350128	350400
福建省	福州市	福清市	350181	350300
福建省	厦门市	思明区	350203	361000
福建省	厦门市	海沧区	350205	361000
福建省	厦门市	湖里区	350206	361000
福建省	厦门市	集美区	350211	361000
福建省	厦门市	同安区	350212	361100
福建省	厦门市	翔安区	350213	361100
福建省	莆田市	城厢区	350302	351100
福建省	莆田市	涵江区	350303	351100
福建省	莆田市	荔城区	350304	351100
福建省	莆田市	秀屿区	350305	351100
福建省	莆田市	仙游县	350322	351200
福建省	三明市	三元区	350404	365000
福建省	三明市	沙县区	350405	365500
福建省	三明市	明溪县	350421	365200
福建省	三明市	清流县	350423	365300
福建省	三明市	宁化县	350424	365400
福建省	三明市	大田县	350425	366100
福建省	三明市	尤溪县	350426	365100
福建省	三明市	将乐县	350428	353300
福建省	三明市	泰宁县	350429	354400
福建省	三明市	建宁县	350430	354500
福建省	三明市	永安市	350481	366000
福建省	泉州市	鲤城区	350502	362000
福建省	泉州市	丰泽区	350503	362000
福建省	泉州市	洛江区	350504	362000
福建省	泉州市	泉港区	350505	362800
福建省	泉州市	惠安县	350521	362100
福建省	泉州市	安溪县	350524	362400
福建省	泉州市	永春县	350525	362600
福建省	泉州市	德化县	350526	362500
福建省	泉州市	石狮市	350581	362700
福建省	泉州市	晋江市	350582	362200
福建省	泉州市	南安市	350583	362300
福建省	漳州市	芗城区	350602	363000
福建省	漳州市	龙文区	350603	363000
福建省	漳州市	龙海区	350604	363100
福建省	漳州市	长泰区	350605	363900
福建省	漳州市	云霄县	350622	363300
福建省	漳州市	漳浦县	350623	363200
福建省	漳州市	诏安县	350624	363500
福建省	漳州市	东山县	350626	363400
福建省	漳州市	南靖县	350627	363600
福建省	漳州市	平和县	350628	363700
福建省	漳州市	华安县	350629	363800
福建省	南平市	延平区	350702	353000
福建省	南平市	建阳区	350703	354200
福建省	南平市	顺昌县	350721	353200
福建省	南平市	浦城县	350722	353400
福建省	南平市	光泽县	350723	354100
福建省	南平市	松溪县	350724	353500
福建省	南平市	政和县	350725	353600
福建省	南平市	邵武市	350781	354000
福建省	南平市	武夷山市	350782	354300
福建省	南平市	建瓯市	350783	353100
福建省	龙岩市	新罗区	350802	364000
福建省	龙岩市	永定区	350803	364100
福建省	龙岩市	长汀县	350821	366300
福建省	龙岩市	上杭县	350823	364200
福建省	龙岩市	武平县	350824	364300
福建省	龙岩市	连城县	350825	366200
福建省	龙岩市	漳平市	350881	364400
福建省	宁德市	蕉城区	350902	352100
福建省	宁德市	霞浦县	350921	355100
福建省	宁德市	古田县	350922	352200
福建省	宁德市	屏南县	350923	352300
福建省	宁德市	寿宁县	350924	355500
福建省	宁德市	周宁县	350925	355400
福建省	宁德市	柘荣县	350926	355300
福建省	宁德市	福安市	350981	355000
福建省	宁德市	福鼎市	350982	355200
江西省	南昌市	东湖区	360102	330000
江西省	南昌市	西湖区	360103	330000
江西省	南昌市	青云谱区	360104	330000
江西省	南昌市	青山湖区	360111	330000
江西省	南昌市	新建区	360112	330100
江西省	南昌市	红谷滩区	360113	330000
江西省	南昌市	南昌县	360121	330200
江西省	南昌市	安义县	360123	330500
江西省	南昌市	进贤县	360124	331700
江西省	景德镇市	昌江区	360202	333000
江西省	景德镇市	珠山区	360203	333000
江西省	景德镇市	浮梁县	360222	333400
江西省	景德镇市	乐平市	360281	333300
江西省	萍乡市	安源区	360302	337000
江西省	萍乡市	湘东区	360313	337000
江西省	萍乡市	莲花县	360321	337100
江西省	萍乡市	上栗县	360322	337000
江西省	萍乡市	芦溪县	360323	337200
江西省	九江市	濂溪区	360402	332000
江西省	九江市	浔阳区	360403	332000
江西省	九江市	柴桑区	360404	332100
江西省	九江市	武宁县	360423	332300
江西省	九江市	修水县	360424	332400
江西省	九江市	永修县	360425	330300
江西省	九江市	德安县	360426	330400
江西省	九江市	都昌县	360428	332600
江西省	九江市	湖口县	360429	332500
江西省	九江市	彭泽县	360430	332700
江西省	九江市	瑞昌市	360481	332200
江西省	九江市	共青城市	360482	332000
江西省	九江市	庐山市	360483	332000
江西省	新余市	渝水区	360502	338000
江西省	新余市	分宜县	360521	336600
江西省	鹰潭市	月湖区	360602	335000
江西省	鹰潭市	余江区	360603	335200
江西省	鹰潭市	贵溪市	360681	335400
江西省	赣州市	章贡区	360702	341000
江西省	赣州市	南康区	360703	341400
江西省	赣州市	赣县区	360704	341100
江西省	赣州市	信丰县	360722	341600
江西省	赣州市	大余县	360723	341500
江西省	赣州市	上犹县	360724	341200
江西省	赣州市	崇义县	360725	341300
江西省	赣州市	安远县	360726	342100
江西省	赣州市	定南县	360728	341900
江西省	赣州市	全南县	360729	341800
江西省	赣州市	宁都县	360730	342800
江西省	赣州市	于都县	360731	342300
江西省	赣州市	兴国县	360732	342400
江西省	赣州市	会昌县	360733	342600
江西省	赣州市	寻乌县	360734	342200
江西省	赣州市	石城县	360735	342700
江西省	赣州市	瑞金市	360781	342500
江西省	赣州市	龙南市	360783	341700
江西省	吉安市	吉州区	360802	343000
江西省	吉安市	青原区	360803	343000
江西省	吉安市	吉安县	360821	343100
江西省	吉安市	吉水县	360822	331600
江西省	吉安市	峡江县	360823	331400
江西省	吉安市	新干县	360824	331300
江西省	吉安市	永丰县	360825	331500
江西省	吉安市	泰和县	360826	343700
江西省	吉安市	遂川县	360827	343900
江西省	吉安市	万安县	360828	343800
江西省	吉安市	安福县	360829	343200
江西省	吉安市	永新县	360830	343400
江西省	吉安市	井冈山市	360881	343600
江西省	宜春市	袁州区	360902	336000
江西省	宜春市	奉新县	360921	330700
江西省	宜春市	万载县	360922	336100
江西省	宜春市	上高县	360923	336400
江西省	宜春市	宜丰县	360924	336300
江西省	宜春市	靖安县	360925	330600
江西省	宜春市	铜鼓县	360926	336200
江西省	宜春市	丰城市	360981	331100
江西省	宜春市	樟树市	360982	331200
江西省	宜春市	高安市	360983	330800
江西省	抚州市	临川区	361002	344100
江西省	抚州市	东乡区	361003	331800
江西省	抚州市	南城县	361021	344700
江西省	抚州市	黎川县	361022	344600
江西省	抚州市	南丰县	361023	344500
江西省	抚州市	崇仁县	361024	344200
江西省	抚州市	乐安县	361025	344300
江西省	抚州市	宜黄县	361026	344400
江西省	抚州市	金溪县	361027	344800
江西省	抚州市	资溪县	361028	335300
江西省	抚州市	广昌县	361030	344900
江西省	上饶市	信州区	361102	334000
江西省	上饶市	广丰区	361103	334600
江西省	上饶市	广信区	361104	334100
江西省	上饶市	玉山县	361123	334700
江西省	上饶市	铅山县	361124	334500
江西省	上饶市	横峰县	361125	334300
江西省	上饶市	弋阳县	361126	334400
江西省	上饶市	余干县	361127	335100
江西省	上饶市	鄱阳县	361128	333100
江西省	上饶市	万年县	361129	335500
江西省	上饶市	婺源县	361130	333200
江西省	上饶市	德兴市	361181	334200
山东省	济南市	历下区	370102	250000
山东省	济南市	市中区	370103	250000
山东省	济南市	槐荫区	370104	250000
山东省	济南市	天桥区	370105	250000
山东省	济南市	历城区	370112	250100
山东省	济南市	长清区	370113	250300
山东省	济南市	章丘区	370114	250200
山东省	济南市	济阳区	370115	251400
山东省	济南市	莱芜区	370116	271100
山东省	济南市	钢城区	370117	271100
山东省	济南市	平阴县	370124	250400
山东省	济南市	商河县	370126	251600
山东省	青岛市	市南区	370202	266000
山东省	青岛市	市北区	370203	266000
山东省	青岛市	黄岛区	370211	266400
山东省	青岛市	崂山区	370212	266100
山东省	青岛市	李沧区	370213	266000
山东省	青岛市	城阳区	370214	266100
山东省	青岛市	即墨区	370215	266200
山东省	青岛市	胶州市	370281	266300
山东省	青岛市	平度市	370283	266700
山东省	青岛市	莱西市	370285	266600
山东省	淄博市	淄川区	370302	255100
山东省	淄博市	张店区	370303	255000
山东省	淄博市	博山区	370304	255200
山东省	淄博市	临淄区	370305	255400
山东省	淄博市	周村区	370306	255300
山东省	淄博市	桓台县	370321	256400
山东省	淄博市	高青县	370322	256300
山东省	淄博市	沂源县	370323	256100
山东省	枣庄市	市中区	370402	277100
山东省	枣庄市	薛城区	370403	277000
山东省	枣庄市	峄城区	370404	277300
山东省	枣庄市	台儿庄区	370405	277400
山东省	枣庄市	山亭区	370406	277200
山东省	枣庄市	滕州市	370481	277500
山东省	东营市	东营区	370502	257000
山东省	东营市	河口区	370503	257200
山东省	东营市	垦利区	370505	257500
山东省	东营市	利津县	370522	257400
山东省	东营市	广饶县	370523	257300
山东省	烟台市	芝罘区	370602	264000
山东省	烟台市	福山区	370611	265500
山东省	烟台市	牟平区	370612	264100
山东省	烟台市	莱山区	370613	264000
山东省	烟台市	蓬莱区	370614	265600
山东省	烟台市	龙口市	370681	265700
山东省	烟台市	莱阳市	370682	265200
山东省	烟台市	莱州市	370683	261400
山东省	烟台市	招远市	370685	265400
山东省	烟台市	栖霞市	370686	265300
山东省	烟台市	海阳市	370687	265100
山东省	潍坊市	潍城区	370702	261000
山东省	潍坊市	寒亭区	370703	261100
山东省	潍坊市	坊子区	370704	261200
山东省	潍坊市	奎文区	370705	261000
山东省	潍坊市	临朐县	370724	262600
山东省	潍坊市	昌乐县	370725	262400
山东省	潍坊市	青州市	370781	262500
山东省	潍坊市	诸城市	370782	262200
山东省	潍坊市	寿光市	370783	262700
山东省	潍坊市	安丘市	370784	262100
山东省	潍坊市	高密市	370785	261500
山东省	潍坊市	昌邑市	370786	261300
山东省	济宁市	任城区	370811	272000
山东省	济宁市	兖州区	370812	272100
山东省	济宁市	微山县	370826	277600
山东省	济宁市	鱼台县	370827	272300
山东省	济宁市	金乡县	370828	272200
山东省	济宁市	嘉祥县	370829	272400
山东省	济宁市	汶上县	370830	272500
山东省	济宁市	泗水县	370831	273200
山东省	济宁市	梁山县	370832	272600
山东省	济宁市	曲阜市	370881	273100
山东省	济宁市	邹城市	370883	273500
山东省	泰安市	泰山区	370902	271000
山东省	泰安市	岱岳区	370911	271000
山东省	泰安市	宁阳县	370921	271400
山东省	泰安市	东平县	370923	271500
山东省	泰安市	新泰市	370982	271200
山东省	泰安市	肥城市	370983	271600
山东省	威海市	环翠区	371002	264200
山东省	威海市	文登区	371003	264400
山东省	威海市	荣成市	371082	264300
山东省	威海市	乳山市	371083	264500
山东省	日照市	东港区	371102	276800
山东省	日照市	岚山区	371103	276800
山东省	日照市	五莲县	371121	262300
山东省	日照市	莒县	371122	276500
山东省	临沂市	兰山区	371302	276000
山东省	临沂市	罗庄区	371311	276000
山东省	临沂市	河东区	371312	276000
山东省	临沂市	沂南县	371321	276300
山东省	临沂市	郯城县	371322	276100
山东省	临沂市	沂水县	371323	276400
山东省	临沂市	兰陵县	371324	277700
山东省	临沂市	费县	371325	273400
山东省	临沂市	平邑县	371326	273300
山东省	临沂市	莒南县	371327	276600
山东省	临沂市	蒙阴县	371328	276200
山东省	临沂市	临沭县	371329	276700
山东省	德州市	德城区	371402	253000
山东省	德州市	陵城区	371403	253500
山东省	德州市	宁津县	371422	253400
山东省	德州市	庆云县	371423	253700
山东省	德州市	临邑县	371424	251500
山东省	德州市	齐河县	371425	251100
山东省	德州市	平原县	371426	253100
山东省	德州市	夏津县	371427	253200
山东省	德州市	武城县	371428	253300
山东省	德州市	乐陵市	371481	253600
山东省	德州市	禹城市	371482	251200
山东省	聊城市	东昌府区	371502	252000
山东省	聊城市	茌平区	371503	252100
山东省	聊城市	阳谷县	371521	252300
山东省	聊城市	莘县	371522	252400
山东省	聊城市	东阿县	371524	252200
山东省	聊城市	冠县	371525	252500
山东省	聊城市	高唐县	371526	252800
山东省	聊城市	临清市	371581	252600
山东省	滨州市	滨城区	371602	256600
山东省	滨州市	沾化区	371603	256800
山东省	滨州市	惠民县	371621	251700
山东省	滨州市	阳信县	371622	251800
山东省	滨州市	无棣县	371623	251900
山东省	滨州市	博兴县	371625	256500
山东省	滨州市	邹平市	371681	256200
山东省	菏泽市	牡丹区	371702	274000
山东省	菏泽市	定陶区	371703	274100
山东省	菏泽市	曹县	371721	274400
山东省	菏泽市	单县	371722	274300
山东省	菏泽市	成武县	371723	274200
山东省	菏泽市	巨野县	371724	274900
山东省	菏泽市	郓城县	371725	274700
山东省	菏泽市	鄄城县	371726	274600
山东省	菏泽市	东明县	371728	274500
河南省	郑州市	中原区	410102	450000
河南省	郑州市	二七区	410103	450000
河南省	郑州市	管城回族区	410104	450000
河南省	郑州市	金水区	410105	450000
河南省	郑州市	上街区	410106	450000
河南省	郑州市	惠济区	410108	450000
河南省	郑州市	中牟县	410122	451400
河南省	郑州市	巩义市	410181	451200
河南省	郑州市	荥阳市	410182	450100
河南省	郑州市	新密市	410183	452300
河南省	郑州市	新郑市	410184	451100
河南省	郑州市	登封市	410185	452400
河南省	开封市	龙亭区	410202	475000
河南省	开封市	顺河回族区	410203	475000
河南省	开封市	鼓楼区	410204	475000
河南省	开封市	禹王台区	410205	475000
河南省	开封市	祥符区	410212	475100
河南省	开封市	杞县	410221	475200
河南省	开封市	通许县	410222	475400
河南省	开封市	尉氏县	410223	475500
河南省	开封市	兰考县	410225	475300
河南省	洛阳市	老城区	410302	471000
河南省	洛阳市	西工区	410303	471000
河南省	洛阳市	瀍河回族区	410304	471000
河南省	洛阳市	涧西区	410305	471000
河南省	洛阳市	偃师区	410307	471900
河南省	洛阳市	孟津区	410308	471100
河南省	洛阳市	洛龙区	410311	471000
河南省	洛阳市	新安县	410323	471800
河南省	洛阳市	栾川县	410324	471500
河南省	洛阳市	嵩县	410325	471400
河南省	洛阳市	汝阳县	410326	471200
河南省	洛阳市	宜阳县	410327	471600
河南省	洛阳市	洛宁县	410328	471700
河南省	洛阳市	伊川县	410329	471300
河南省	平顶山市	新华区	410402	467000
河南省	平顶山市	卫东区	410403	467000
河南省	平顶山市	石龙区	410404	467400
河南省	平顶山市	湛河区	410411	467000
河南省	平顶山市	宝丰县	410421	467400
河南省	平顶山市	叶县	410422	467200
河南省	平顶山市	鲁山县	410423	467300
河南省	平顶山市	郏县	410425	467100
河南省	平顶山市	舞钢市	410481	462500
河南省	平顶山市	汝州市	410482	467500
河南省	安阳市	文峰区	410502	455000
河南省	安阳市	北关区	410503	455000
河南省	安阳市	殷都区	410505	455000
河南省	安阳市	龙安区	410506	455000
河南省	安阳市	安阳县	410522	455100
河南省	安阳市	汤阴县	410523	456100
河南省	安阳市	滑县	410526	456400
河南省	安阳市	内黄县	410527	456300
河南省	安阳市	林州市	410581	456500
河南省	鹤壁市	鹤山区	410602	458000
河南省	鹤壁市	山城区	410603	458000
河南省	鹤壁市	淇滨区	410611	458000
河南省	鹤壁市	浚县	410621	456200
河南省	鹤壁市	淇县	410622	456700
河南省	新乡市	红旗区	410702	453000
河南省	新乡市	卫滨区	410703	453000
河南省	新乡市	凤泉区	410704	453000
河南省	新乡市	牧野区	410711	453000
河南省	新乡市	新乡县	410721	453700
河南省	新乡市	获嘉县	410724	453800
河南省	新乡市	原阳县	410725	453500
河南省	新乡市	延津县	410726	453200
河南省	新乡市	封丘县	410727	453300
河南省	新乡市	卫辉市	410781	453100
河南省	新乡市	辉县市	410782	453600
河南省	新乡市	长垣市	410783	453400
河南省	焦作市	解放区	410802	454000
河南省	焦作市	中站区	410803	454000
河南省	焦作市	马村区	410804	454000
河南省	焦作市	山阳区	410811	454000
河南省	焦作市	修武县	410821	454300
河南省	焦作市	博爱县	410822	454400
河南省	焦作市	武陟县	410823	454900
河南省	焦作市	温县	410825	454800
河南省	焦作市	沁阳市	410882	454500
河南省	焦作市	孟州市	410883	454700
河南省	濮阳市	华龙区	410902	457000
河南省	濮阳市	清丰县	410922	457300
河南省	濮阳市	南乐县	410923	457400
河南省	濮阳市	范县	410926	457500
河南省	濮阳市	台前县	410927	457600
河南省	濮阳市	濮阳县	410928	457100
河南省	许昌市	魏都区	411002	461000
河南省	许昌市	建安区	411003	461100
河南省	许昌市	鄢陵县	411024	461200
河南省	许昌市	襄城县	411025	461700
河南省	许昌市	禹州市	411081	461600
河南省	许昌市	长葛市	411082	461500
河南省	漯河市	源汇区	411102	462000
河南省	漯河市	郾城区	411103	462000
河南省	漯河市	召陵区	411104	462000
河南省	漯河市	舞阳县	411121	462400
河南省	漯河市	临颍县	411122	462600
河南省	三门峡市	湖滨区	411202	472000
河南省	三门峡市	陕州区	411203	472100
河南省	三门峡市	渑池县	411221	472400
河南省	三门峡市	卢氏县	411224	472200
河南省	三门峡市	义马市	411281	472300
河南省	三门峡市	灵宝市	411282	472500
河南省	南阳市	宛城区	411302	473000
河南省	南阳市	卧龙区	411303	473100
河南省	南阳市	南召县	411321	474600
河南省	南阳市	方城县	411322	473200
河南省	南阳市	西峡县	411323	474500
河南省	南阳市	镇平县	411324	474200
河南省	南阳市	内乡县	411325	474300
河南省	南阳市	淅川县	411326	474400
河南省	南阳市	社旗县	411327	473300
河南省	南阳市	唐河县	411328	473400
河南省	南阳市	新野县	411329	473500
河南省	南阳市	桐柏县	411330	474700
河南省	南阳市	邓州市	411381	474100
河南省	商丘市	梁园区	411402	476000
河南省	商丘市	睢阳区	411403	476000
河南省	商丘市	民权县	411421	476800
河南省	商丘市	睢县	411422	476900
河南省	商丘市	宁陵县	411423	476700
河南省	商丘市	柘城县	411424	476200
河南省	商丘市	虞城县	411425	476300
河南省	商丘市	夏邑县	411426	476400
河南省	商丘市	永城市	411481	476600
河南省	信阳市	浉河区	411502	464000
河南省	信阳市	平桥区	411503	464000
河南省	信阳市	罗山县	411521	464200
河南省	信阳市	光山县	411522	465400
河南省	信阳市	新县	411523	465500
河南省	信阳市	商城县	411524	465300
河南省	信阳市	固始县	411525	465200
河南省	信阳市	潢川县	411526	465100
河南省	信阳市	淮滨县	411527	464400
河南省	信阳市	息县	411528	464300
河南省	周口市	川汇区	411602	466000
河南省	周口市	淮阳区	411603	466700
河南省	周口市	扶沟县	411621	461300
河南省	周口市	西华县	411622	466600
河南省	周口市	商水县	411623	466100
河南省	周口市	沈丘县	411624	466300
河南省	周口市	郸城县	411625	477100
河南省	周口市	太康县	411627	461400
河南省	周口市	鹿邑县	411628	477200
河南省	周口市	项城市	411681	466200
河南省	驻马店市	驿城区	411702	463000
河南省	驻马店市	西平县	411721	463900
河南省	驻马店市	上蔡县	411722	463800
河南省	驻马店市	平舆县	411723	463400
河南省	驻马店市	正阳县	411724	463600
河南省	驻马店市	确山县	411725	463200
河南省	驻马店市	泌阳县	411726	463700
河南省	驻马店市	汝南县	411727	463300
河南省	驻马店市	遂平县	411728	463100
河南省	驻马店市	新蔡县	411729	463500
河南省	省直辖县级行政区划	济源市	419001	454600
湖北省	武汉市	江岸区	420102	430000
湖北省	武汉市	江汉区	420103	430000
湖北省	武汉市	硚口区	420104	430000
湖北省	武汉市	汉阳区	420105	430000
湖北省	武汉市	武昌区	420106	430000
湖北省	武汉市	青山区	420107	430000
湖北省	武汉市	洪山区	420111	430000
湖北省	武汉市	东西湖区	420112	430000
湖北省	武汉市	汉南区	420113	430000
湖北省	武汉市	蔡甸区	420114	430100
湖北省	武汉市	江夏区	420115	430200
湖北省	武汉市	黄陂区	420116	430300
湖北省	武汉市	新洲区	420117	430400
湖北省	黄石市	黄石港区	420202	43500
湖北省	黄石市	西塞山区	420203	435000
湖北省	黄石市	下陆区	420204	435000
湖北省	黄石市	铁山区	420205	435000
湖北省	黄石市	阳新县	420222	435200
湖北省	黄石市	大冶市	420281	435100
湖北省	十堰市	茅箭区	420302	442000
湖北省	十堰市	张湾区	420303	442000
湖北省	十堰市	郧阳区	420304	442500
湖北省	十堰市	郧西县	420322	442600
湖北省	十堰市	竹山县	420323	442200
湖北省	十堰市	竹溪县	420324	442300
湖北省	十堰市	房县	420325	442100
湖北省	十堰市	丹江口市	420381	442700
湖北省	宜昌市	西陵区	420502	443000
湖北省	宜昌市	伍家岗区	420503	443000
湖北省	宜昌市	点军区	420504	443000
湖北省	宜昌市	猇亭区	420505	443000
湖北省	宜昌市	夷陵区	420506	443100
湖北省	宜昌市	远安县	420525	444200
湖北省	宜昌市	兴山县	420526	443700
湖北省	宜昌市	秭归县	420527	443600
湖北省	宜昌市	长阳土家族自治县	420528	443500
湖北省	宜昌市	五峰土家族自治县	420529	443400
湖北省	宜昌市	宜都市	420581	443300
湖北省	宜昌市	当阳市	420582	444100
湖北省	宜昌市	枝江市	420583	443200
湖北省	襄阳市	襄城区	420602	441000
湖北省	襄阳市	樊城区	420606	441000
湖北省	襄阳市	襄州区	420607	441100
湖北省	襄阳市	南漳县	420624	441500
湖北省	襄阳市	谷城县	420625	441700
湖北省	襄阳市	保康县	420626	441600
湖北省	襄阳市	老河口市	420682	441800
湖北省	襄阳市	枣阳市	420683	441200
湖北省	襄阳市	宜城市	420684	441400
湖北省	鄂州市	梁子湖区	420702	436000
湖北省	鄂州市	华容区	420703	436000
湖北省	鄂州市	鄂城区	420704	436000
