prov	city	area	adcode	zipcode
湖北省	荆门市	东宝区	420802	448100
湖北省	荆门市	掇刀区	420804	448100
湖北省	荆门市	沙洋县	420822	448200
湖北省	荆门市	钟祥市	420881	431900
湖北省	荆门市	京山市	420882	431800
湖北省	孝感市	孝南区	420902	432000
湖北省	孝感市	孝昌县	420921	432900
湖北省	孝感市	大悟县	420922	432800
湖北省	孝感市	云梦县	420923	432500
湖北省	孝感市	应城市	420981	432400
湖北省	孝感市	安陆市	420982	432600
湖北省	孝感市	汉川市	420984	431600
湖北省	荆州市	沙市区	421002	434000
湖北省	荆州市	荆州区	421003	434000
湖北省	荆州市	公安县	421022	434300
湖北省	荆州市	江陵县	421024	434100
湖北省	荆州市	石首市	421081	434400
湖北省	荆州市	洪湖市	421083	433200
湖北省	荆州市	松滋市	421087	434200
湖北省	荆州市	监利市	421088	433300
湖北省	黄冈市	黄州区	421102	438000
湖北省	黄冈市	团风县	421121	438800
湖北省	黄冈市	红安县	421122	438400
湖北省	黄冈市	罗田县	421123	438600
湖北省	黄冈市	英山县	421124	438700
湖北省	黄冈市	浠水县	421125	438200
湖北省	黄冈市	蕲春县	421126	435300
湖北省	黄冈市	黄梅县	421127	435500
湖北省	黄冈市	麻城市	421181	438300
湖北省	黄冈市	武穴市	421182	435400
湖北省	咸宁市	咸安区	421202	437000
湖北省	咸宁市	嘉鱼县	421221	437200
湖北省	咸宁市	通城县	421222	437400
湖北省	咸宁市	崇阳县	421223	437500
湖北省	咸宁市	通山县	421224	437600
湖北省	咸宁市	赤壁市	421281	437300
湖北省	随州市	曾都区	421303	441300
湖北省	随州市	随县	421321	441300
湖北省	随州市	广水市	421381	432700
湖北省	恩施土家族苗族自治州	恩施市	422801	445000
湖北省	恩施土家族苗族自治州	利川市	422802	445400
湖北省	恩施土家族苗族自治州	建始县	422822	445300
湖北省	恩施土家族苗族自治州	巴东县	422823	444300
湖北省	恩施土家族苗族自治州	宣恩县	422825	445500
湖北省	恩施土家族苗族自治州	咸丰县	422826	445600
湖北省	恩施土家族苗族自治州	来凤县	422827	445700
湖北省	恩施土家族苗族自治州	鹤峰县	422828	445800
湖北省	省直辖县级行政区划	仙桃市	429004	433000
湖北省	省直辖县级行政区划	潜江市	429005	433100
湖北省	省直辖县级行政区划	天门市	429006	431700
湖北省	省直辖县级行政区划	神农架林区	429021	442400
湖南省	长沙市	芙蓉区	430102	410000
湖南省	长沙市	天心区	430103	410000
湖南省	长沙市	岳麓区	430104	410000
湖南省	长沙市	开福区	430105	410000
湖南省	长沙市	雨花区	430111	410000
湖南省	长沙市	望城区	430112	410200
湖南省	长沙市	长沙县	430121	410100
湖南省	长沙市	浏阳市	430181	410300
湖南省	长沙市	宁乡市	430182	410600
湖南省	株洲市	荷塘区	430202	412000
湖南省	株洲市	芦淞区	430203	412000
湖南省	株洲市	石峰区	430204	412000
湖南省	株洲市	天元区	430211	412000
湖南省	株洲市	渌口区	430212	412000
湖南省	株洲市	攸县	430223	412300
湖南省	株洲市	茶陵县	430224	412400
湖南省	株洲市	炎陵县	430225	412500
湖南省	株洲市	醴陵市	430281	412200
湖南省	湘潭市	雨湖区	430302	411100
湖南省	湘潭市	岳塘区	430304	411100
湖南省	湘潭市	湘潭县	430321	411200
湖南省	湘潭市	湘乡市	430381	411400
湖南省	湘潭市	韶山市	430382	411300
湖南省	衡阳市	珠晖区	430405	421000
湖南省	衡阳市	雁峰区	430406	421000
湖南省	衡阳市	石鼓区	430407	421000
湖南省	衡阳市	蒸湘区	430408	421000
湖南省	衡阳市	南岳区	430412	421900
湖南省	衡阳市	衡阳县	430421	421200
湖南省	衡阳市	衡南县	430422	421100
湖南省	衡阳市	衡山县	430423	421300
湖南省	衡阳市	衡东县	430424	421400
湖南省	衡阳市	祁东县	430426	421600
湖南省	衡阳市	耒阳市	430481	421800
湖南省	衡阳市	常宁市	430482	421500
湖南省	邵阳市	双清区	430502	422000
湖南省	邵阳市	大祥区	430503	422000
湖南省	邵阳市	北塔区	430511	422000
湖南省	邵阳市	新邵县	430522	422900
湖南省	邵阳市	邵阳县	430523	422100
湖南省	邵阳市	隆回县	430524	422200
湖南省	邵阳市	洞口县	430525	422300
湖南省	邵阳市	绥宁县	430527	422600
湖南省	邵阳市	新宁县	430528	422700
湖南省	邵阳市	城步苗族自治县	430529	422500
湖南省	邵阳市	武冈市	430581	422400
湖南省	邵阳市	邵东市	430582	422800
湖南省	岳阳市	岳阳楼区	430602	414000
湖南省	岳阳市	云溪区	430603	414000
湖南省	岳阳市	君山区	430611	414000
湖南省	岳阳市	岳阳县	430621	414100
湖南省	岳阳市	华容县	430623	414200
湖南省	岳阳市	湘阴县	430624	414600
湖南省	岳阳市	平江县	430626	414500
湖南省	岳阳市	汨罗市	430681	414400
湖南省	岳阳市	临湘市	430682	414300
湖南省	常德市	武陵区	430702	415000
湖南省	常德市	鼎城区	430703	415100
湖南省	常德市	安乡县	430721	415600
湖南省	常德市	汉寿县	430722	415900
湖南省	常德市	澧县	430723	415500
湖南省	常德市	临澧县	430724	415200
湖南省	常德市	桃源县	430725	415700
湖南省	常德市	石门县	430726	415300
湖南省	常德市	津市市	430781	415400
湖南省	张家界市	永定区	430802	427300
湖南省	张家界市	武陵源区	430811	427400
湖南省	张家界市	慈利县	430821	427200
湖南省	张家界市	桑植县	430822	427100
湖南省	益阳市	资阳区	430902	413000
湖南省	益阳市	赫山区	430903	413000
湖南省	益阳市	南县	430921	413200
湖南省	益阳市	桃江县	430922	413400
湖南省	益阳市	安化县	430923	413500
湖南省	益阳市	沅江市	430981	413100
湖南省	郴州市	北湖区	431002	423000
湖南省	郴州市	苏仙区	431003	423000
湖南省	郴州市	桂阳县	431021	424400
湖南省	郴州市	宜章县	431022	424200
湖南省	郴州市	永兴县	431023	423300
湖南省	郴州市	嘉禾县	431024	424500
湖南省	郴州市	临武县	431025	424300
湖南省	郴州市	汝城县	431026	424100
湖南省	郴州市	桂东县	431027	423500
湖南省	郴州市	安仁县	431028	423600
湖南省	郴州市	资兴市	431081	423400
湖南省	永州市	零陵区	431102	425100
湖南省	永州市	冷水滩区	431103	425000
湖南省	永州市	东安县	431122	425900
湖南省	永州市	双牌县	431123	425200
湖南省	永州市	道县	431124	425300
湖南省	永州市	江永县	431125	425400
湖南省	永州市	宁远县	431126	425600
湖南省	永州市	蓝山县	431127	425800
湖南省	永州市	新田县	431128	425700
湖南省	永州市	江华瑶族自治县	431129	425500
湖南省	永州市	祁阳市	431181	426100
湖南省	怀化市	鹤城区	431202	418000
湖南省	怀化市	中方县	431221	418000
湖南省	怀化市	沅陵县	431222	419600
湖南省	怀化市	辰溪县	431223	419500
湖南省	怀化市	溆浦县	431224	419300
湖南省	怀化市	会同县	431225	418300
湖南省	怀化市	麻阳苗族自治县	431226	419400
湖南省	怀化市	新晃侗族自治县	431227	419200
湖南省	怀化市	芷江侗族自治县	431228	419100
湖南省	怀化市	靖州苗族侗族自治县	431229	418400
湖南省	怀化市	通道侗族自治县	431230	418500
湖南省	怀化市	洪江市	431281	418100
湖南省	娄底市	娄星区	431302	417000
湖南省	娄底市	双峰县	431321	417700
湖南省	娄底市	新化县	431322	417600
湖南省	娄底市	冷水江市	431381	417500
湖南省	娄底市	涟源市	431382	417100
湖南省	湘西土家族苗族自治州	吉首市	433101	416000
湖南省	湘西土家族苗族自治州	泸溪县	433122	416100
湖南省	湘西土家族苗族自治州	凤凰县	433123	416200
湖南省	湘西土家族苗族自治州	花垣县	433124	416400
湖南省	湘西土家族苗族自治州	保靖县	433125	416500
湖南省	湘西土家族苗族自治州	古丈县	433126	416300
湖南省	湘西土家族苗族自治州	永顺县	433127	416700
湖南省	湘西土家族苗族自治州	龙山县	433130	416800
广东省	广州市	荔湾区	440103	510100
广东省	广州市	越秀区	440104	510000
广东省	广州市	海珠区	440105	510200
广东省	广州市	天河区	440106	510600
广东省	广州市	白云区	440111	510400
广东省	广州市	黄埔区	440112	510700
广东省	广州市	番禺区	440113	511400
广东省	广州市	花都区	440114	510800
广东省	广州市	南沙区	440115	511400
广东省	广州市	从化区	440117	510900
广东省	广州市	增城区	440118	511300
广东省	韶关市	武江区	440203	512000
广东省	韶关市	浈江区	440204	512000
广东省	韶关市	曲江区	440205	512100
广东省	韶关市	始兴县	440222	512500
广东省	韶关市	仁化县	440224	512300
广东省	韶关市	翁源县	440229	512600
广东省	韶关市	乳源瑶族自治县	440232	512700
广东省	韶关市	新丰县	440233	511100
广东省	韶关市	乐昌市	440281	512200
广东省	韶关市	南雄市	440282	512400
广东省	深圳市	罗湖区	440303	518000
广东省	深圳市	福田区	440304	518000
广东省	深圳市	南山区	440305	518000
广东省	深圳市	宝安区	440306	518100
广东省	深圳市	龙岗区	440307	518100
广东省	深圳市	盐田区	440308	518000
广东省	深圳市	龙华区	440309	518100
广东省	深圳市	坪山区	440310	523000
广东省	深圳市	光明区	440311	518100
广东省	珠海市	香洲区	440402	519000
广东省	珠海市	斗门区	440403	519100
广东省	珠海市	金湾区	440404	519000
广东省	汕头市	龙湖区	440507	515000
广东省	汕头市	金平区	440511	515000
广东省	汕头市	濠江区	440512	515000
广东省	汕头市	潮阳区	440513	515100
广东省	汕头市	潮南区	440514	515100
广东省	汕头市	澄海区	440515	515800
广东省	汕头市	南澳县	440523	515900
广东省	佛山市	禅城区	440604	528000
广东省	佛山市	南海区	440605	528200
广东省	佛山市	顺德区	440606	528300
广东省	佛山市	三水区	440607	528100
广东省	佛山市	高明区	440608	528500
广东省	江门市	蓬江区	440703	529000
广东省	江门市	江海区	440704	529000
广东省	江门市	新会区	440705	529100
广东省	江门市	台山市	440781	529200
广东省	江门市	开平市	440783	529300
广东省	江门市	鹤山市	440784	529700
广东省	江门市	恩平市	440785	529400
广东省	湛江市	赤坎区	440802	524000
广东省	湛江市	霞山区	440803	524000
广东省	湛江市	坡头区	440804	524000
广东省	湛江市	麻章区	440811	524000
广东省	湛江市	遂溪县	440823	524300
广东省	湛江市	徐闻县	440825	524100
广东省	湛江市	廉江市	440881	524400
广东省	湛江市	雷州市	440882	524200
广东省	湛江市	吴川市	440883	524500
广东省	茂名市	茂南区	440902	525000
广东省	茂名市	电白区	440904	525400
广东省	茂名市	高州市	440981	525200
广东省	茂名市	化州市	440982	525100
广东省	茂名市	信宜市	440983	525300
广东省	肇庆市	端州区	441202	526000
广东省	肇庆市	鼎湖区	441203	526000
广东省	肇庆市	高要区	441204	526100
广东省	肇庆市	广宁县	441223	526300
广东省	肇庆市	怀集县	441224	526400
广东省	肇庆市	封开县	441225	526500
广东省	肇庆市	德庆县	441226	526600
广东省	肇庆市	四会市	441284	526200
广东省	惠州市	惠城区	441302	516000
广东省	惠州市	惠阳区	441303	516200
广东省	惠州市	博罗县	441322	516100
广东省	惠州市	惠东县	441323	516300
广东省	惠州市	龙门县	441324	516800
广东省	梅州市	梅江区	441402	514000
广东省	梅州市	梅县区	441403	514700
广东省	梅州市	大埔县	441422	514200
广东省	梅州市	丰顺县	441423	514300
广东省	梅州市	五华县	441424	514400
广东省	梅州市	平远县	441426	514600
广东省	梅州市	蕉岭县	441427	514100
广东省	梅州市	兴宁市	441481	514500
广东省	汕尾市	城区	441502	516600
广东省	汕尾市	海丰县	441521	516400
广东省	汕尾市	陆河县	441523	516700
广东省	汕尾市	陆丰市	441581	516500
广东省	河源市	源城区	441602	517000
广东省	河源市	紫金县	441621	517400
广东省	河源市	龙川县	441622	517300
广东省	河源市	连平县	441623	517100
广东省	河源市	和平县	441624	517200
广东省	河源市	东源县	441625	517500
广东省	阳江市	江城区	441702	529500
广东省	阳江市	阳东区	441704	529900
广东省	阳江市	阳西县	441721	529800
广东省	阳江市	阳春市	441781	529600
广东省	清远市	清城区	441802	511500
广东省	清远市	清新区	441803	511800
广东省	清远市	佛冈县	441821	511600
广东省	清远市	阳山县	441823	513100
广东省	清远市	连山壮族瑶族自治县	441825	513200
广东省	清远市	连南瑶族自治县	441826	513300
广东省	清远市	英德市	441881	513000
广东省	清远市	连州市	441882	513400
广东省	东莞市	东莞市	441900	523000
广东省	中山市	中山市	442000	528400
广东省	潮州市	湘桥区	445102	521000
广东省	潮州市	潮安区	445103	515600
广东省	潮州市	饶平县	445122	515700
广东省	揭阳市	榕城区	445202	522000
广东省	揭阳市	揭东区	445203	515500
广东省	揭阳市	揭西县	445222	515400
广东省	揭阳市	惠来县	445224	515200
广东省	揭阳市	普宁市	445281	515300
广东省	云浮市	云城区	445302	527300
广东省	云浮市	云安区	445303	527500
广东省	云浮市	新兴县	445321	527400
广东省	云浮市	郁南县	445322	527100
广东省	云浮市	罗定市	445381	527200
广西壮族自治区	南宁市	兴宁区	450102	530000
广西壮族自治区	南宁市	青秀区	450103	530000
广西壮族自治区	南宁市	江南区	450105	530000
广西壮族自治区	南宁市	西乡塘区	450107	530000
广西壮族自治区	南宁市	良庆区	450108	530200
广西壮族自治区	南宁市	邕宁区	450109	530200
广西壮族自治区	南宁市	武鸣区	450110	530100
广西壮族自治区	南宁市	隆安县	450123	532700
广西壮族自治区	南宁市	马山县	450124	530600
广西壮族自治区	南宁市	上林县	450125	530500
广西壮族自治区	南宁市	宾阳县	450126	530400
广西壮族自治区	南宁市	横州市	450181	530300
广西壮族自治区	柳州市	城中区	450202	545000
广西壮族自治区	柳州市	鱼峰区	450203	545000
广西壮族自治区	柳州市	柳南区	450204	545000
广西壮族自治区	柳州市	柳北区	450205	545000
广西壮族自治区	柳州市	柳江区	450206	545100
广西壮族自治区	柳州市	柳城县	450222	545200
广西壮族自治区	柳州市	鹿寨县	450223	545600
广西壮族自治区	柳州市	融安县	450224	545400
广西壮族自治区	柳州市	融水苗族自治县	450225	545300
广西壮族自治区	柳州市	三江侗族自治县	450226	545500
广西壮族自治区	桂林市	秀峰区	450302	541000
广西壮族自治区	桂林市	叠彩区	450303	541000
广西壮族自治区	桂林市	象山区	450304	541000
广西壮族自治区	桂林市	七星区	450305	541000
广西壮族自治区	桂林市	雁山区	450311	541000
广西壮族自治区	桂林市	临桂区	450312	541100
广西壮族自治区	桂林市	阳朔县	450321	541900
广西壮族自治区	桂林市	灵川县	450323	541200
广西壮族自治区	桂林市	全州县	450324	541500
广西壮族自治区	桂林市	兴安县	450325	541300
广西壮族自治区	桂林市	永福县	450326	541800
广西壮族自治区	桂林市	灌阳县	450327	541600
广西壮族自治区	桂林市	龙胜各族自治县	450328	541700
广西壮族自治区	桂林市	资源县	450329	541400
广西壮族自治区	桂林市	平乐县	450330	542400
广西壮族自治区	桂林市	恭城瑶族自治县	450332	542500
广西壮族自治区	桂林市	荔浦市	450381	546600
广西壮族自治区	梧州市	万秀区	450403	543000
广西壮族自治区	梧州市	长洲区	450405	543000
广西壮族自治区	梧州市	龙圩区	450406	543100
广西壮族自治区	梧州市	苍梧县	450421	543100
广西壮族自治区	梧州市	藤县	450422	543300
广西壮族自治区	梧州市	蒙山县	450423	546700
广西壮族自治区	梧州市	岑溪市	450481	543200
广西壮族自治区	北海市	海城区	450502	536000
广西壮族自治区	北海市	银海区	450503	536000
广西壮族自治区	北海市	铁山港区	450512	536000
广西壮族自治区	北海市	合浦县	450521	536100
广西壮族自治区	防城港市	港口区	450602	538000
广西壮族自治区	防城港市	防城区	450603	538000
广西壮族自治区	防城港市	上思县	450621	535500
广西壮族自治区	防城港市	东兴市	450681	538100
广西壮族自治区	钦州市	钦南区	450702	535000
广西壮族自治区	钦州市	钦北区	450703	535000
广西壮族自治区	钦州市	灵山县	450721	535400
广西壮族自治区	钦州市	浦北县	450722	535300
广西壮族自治区	贵港市	港北区	450802	537100
广西壮族自治区	贵港市	港南区	450803	537100
广西壮族自治区	贵港市	覃塘区	450804	537100
广西壮族自治区	贵港市	平南县	450821	537300
广西壮族自治区	贵港市	桂平市	450881	537200
广西壮族自治区	玉林市	玉州区	450902	537000
广西壮族自治区	玉林市	福绵区	450903	537000
广西壮族自治区	玉林市	容县	450921	537500
广西壮族自治区	玉林市	陆川县	450922	537700
广西壮族自治区	玉林市	博白县	450923	537600
广西壮族自治区	玉林市	兴业县	450924	537800
广西壮族自治区	玉林市	北流市	450981	537400
广西壮族自治区	百色市	右江区	451002	533000
广西壮族自治区	百色市	田阳区	451003	533600
广西壮族自治区	百色市	田东县	451022	531500
广西壮族自治区	百色市	德保县	451024	533700
广西壮族自治区	百色市	那坡县	451026	533900
广西壮族自治区	百色市	凌云县	451027	533100
广西壮族自治区	百色市	乐业县	451028	533200
广西壮族自治区	百色市	田林县	451029	533300
广西壮族自治区	百色市	西林县	451030	533500
广西壮族自治区	百色市	隆林各族自治县	451031	533400
广西壮族自治区	百色市	靖西市	451081	533800
广西壮族自治区	百色市	平果市	451082	531400
广西壮族自治区	贺州市	八步区	451102	542800
广西壮族自治区	贺州市	平桂区	451103	542800
广西壮族自治区	贺州市	昭平县	451121	546800
广西壮族自治区	贺州市	钟山县	451122	542600
广西壮族自治区	贺州市	富川瑶族自治县	451123	542700
广西壮族自治区	河池市	金城江区	451202	547000
广西壮族自治区	河池市	宜州区	451203	546300
广西壮族自治区	河池市	南丹县	451221	547200
广西壮族自治区	河池市	天峨县	451222	547300
广西壮族自治区	河池市	凤山县	451223	547600
广西壮族自治区	河池市	东兰县	451224	547400
广西壮族自治区	河池市	罗城仫佬族自治县	451225	546400
广西壮族自治区	河池市	环江毛南族自治县	451226	547100
广西壮族自治区	河池市	巴马瑶族自治县	451227	547500
广西壮族自治区	河池市	都安瑶族自治县	451228	530700
广西壮族自治区	河池市	大化瑶族自治县	451229	530800
广西壮族自治区	来宾市	兴宾区	451302	546100
广西壮族自治区	来宾市	忻城县	451321	546200
广西壮族自治区	来宾市	象州县	451322	545800
广西壮族自治区	来宾市	武宣县	451323	545900
广西壮族自治区	来宾市	金秀瑶族自治县	451324	545700
广西壮族自治区	来宾市	合山市	451381	546500
广西壮族自治区	崇左市	江州区	451402	532200
广西壮族自治区	崇左市	扶绥县	451421	532100
广西壮族自治区	崇左市	宁明县	451422	532500
广西壮族自治区	崇左市	龙州县	451423	532400
广西壮族自治区	崇左市	大新县	451424	532300
广西壮族自治区	崇左市	天等县	451425	532800
广西壮族自治区	崇左市	凭祥市	451481	532600
海南省	海口市	秀英区	460105	570300
海南省	海口市	龙华区	460106	570100
海南省	海口市	琼山区	460107	571100
海南省	海口市	美兰区	460108	570200
海南省	三亚市	海棠区	460202	572000
海南省	三亚市	吉阳区	460203	572000
海南省	三亚市	天涯区	460204	572000
海南省	三亚市	崖州区	460205	572000
海南省	三沙市	西沙群岛	460321	573199
海南省	三沙市	南沙群岛	460322	573101
海南省	三沙市	中沙群岛的岛礁及其海域	460323	572000
海南省	儋州市	儋州市	460400	571700
海南省	省直辖县级行政区划	五指山市	469001	572200
海南省	省直辖县级行政区划	琼海市	469002	571400
海南省	省直辖县级行政区划	文昌市	469005	571300
海南省	省直辖县级行政区划	万宁市	469006	571500
海南省	省直辖县级行政区划	东方市	469007	572600
海南省	省直辖县级行政区划	定安县	469021	571200
海南省	省直辖县级行政区划	屯昌县	469022	571600
海南省	省直辖县级行政区划	澄迈县	469023	571900
海南省	省直辖县级行政区划	临高县	469024	571800
海南省	省直辖县级行政区划	白沙黎族自治县	469025	572800
海南省	省直辖县级行政区划	昌江黎族自治县	469026	572700
海南省	省直辖县级行政区划	乐东黎族自治县	469027	572500
海南省	省直辖县级行政区划	陵水黎族自治县	469028	572400
海南省	省直辖县级行政区划	保亭黎族苗族自治县	469029	572300
海南省	省直辖县级行政区划	琼中黎族苗族自治县	469030	572900
重庆市	市辖区	万州区	500101	404100
重庆市	市辖区	涪陵区	500102	408000
重庆市	市辖区	渝中区	500103	400000
重庆市	市辖区	大渡口区	500104	400000
重庆市	市辖区	江北区	500105	400000
重庆市	市辖区	沙坪坝区	500106	400000
重庆市	市辖区	九龙坡区	500107	400000
重庆市	市辖区	南岸区	500108	400000
重庆市	市辖区	北碚区	500109	400700
重庆市	市辖区	綦江区	500110	404000
重庆市	市辖区	大足区	500111	404000
重庆市	市辖区	渝北区	500112	401100
重庆市	市辖区	巴南区	500113	401300
重庆市	市辖区	黔江区	500114	409000
重庆市	市辖区	长寿区	500115	401200
重庆市	市辖区	江津区	500116	404000
重庆市	市辖区	合川区	500117	404000
重庆市	市辖区	永川区	500118	404000
重庆市	市辖区	南川区	500119	404000
重庆市	市辖区	璧山区	500120	404000
重庆市	市辖区	铜梁区	500151	404000
重庆市	市辖区	潼南区	500152	404000
重庆市	市辖区	荣昌区	500153	404000
重庆市	市辖区	开州区	500154	404000
重庆市	市辖区	梁平区	500155	404000
重庆市	市辖区	武隆区	500156	404000
重庆市	县	城口县	500229	405900
重庆市	县	丰都县	500230	408200
重庆市	县	垫江县	500231	408300
重庆市	县	忠县	500233	404300
重庆市	县	云阳县	500235	404500
重庆市	县	奉节县	500236	404600
重庆市	县	巫山县	500237	404700
重庆市	县	巫溪县	500238	405800
重庆市	县	石柱土家族自治县	500240	409100
重庆市	县	秀山土家族苗族自治县	500241	409900
重庆市	县	酉阳土家族苗族自治县	500242	409800
重庆市	县	彭水苗族土家族自治县	500243	409600
四川省	成都市	锦江区	510104	610000
四川省	成都市	青羊区	510105	610000
四川省	成都市	金牛区	510106	610000
四川省	成都市	武侯区	510107	610000
四川省	成都市	成华区	510108	610000
四川省	成都市	龙泉驿区	510112	610100
四川省	成都市	青白江区	510113	610300
四川省	成都市	新都区	510114	610500
四川省	成都市	温江区	510115	611100
四川省	成都市	双流区	510116	610200
四川省	成都市	郫都区	510117	611700
四川省	成都市	新津区	510118	611400
四川省	成都市	金堂县	510121	610400
四川省	成都市	大邑县	510129	611300
四川省	成都市	蒲江县	510131	611600
四川省	成都市	都江堰市	510181	611800
四川省	成都市	彭州市	510182	611900
四川省	成都市	邛崃市	510183	611500
四川省	成都市	崇州市	510184	611200
四川省	成都市	简阳市	510185	641400
四川省	自贡市	自流井区	510302	643000
四川省	自贡市	贡井区	510303	643100
四川省	自贡市	大安区	510304	643000
四川省	自贡市	沿滩区	510311	643000
四川省	自贡市	荣县	510321	643100
四川省	自贡市	富顺县	510322	643200
四川省	攀枝花市	东区	510402	617000
四川省	攀枝花市	西区	510403	617000
四川省	攀枝花市	仁和区	510411	617000
四川省	攀枝花市	米易县	510421	617200
四川省	攀枝花市	盐边县	510422	617100
四川省	泸州市	江阳区	510502	646000
四川省	泸州市	纳溪区	510503	646300
四川省	泸州市	龙马潭区	510504	646600
四川省	泸州市	泸县	510521	646100
四川省	泸州市	合江县	510522	646200
四川省	泸州市	叙永县	510524	646400
四川省	泸州市	古蔺县	510525	646500
四川省	德阳市	旌阳区	510603	618000
四川省	德阳市	罗江区	510604	618500
四川省	德阳市	中江县	510623	618100
四川省	德阳市	广汉市	510681	618300
四川省	德阳市	什邡市	510682	618400
四川省	德阳市	绵竹市	510683	618200
四川省	绵阳市	涪城区	510703	621000
四川省	绵阳市	游仙区	510704	621000
四川省	绵阳市	安州区	510705	622600
四川省	绵阳市	三台县	510722	621100
四川省	绵阳市	盐亭县	510723	621600
四川省	绵阳市	梓潼县	510725	622100
四川省	绵阳市	北川羌族自治县	510726	622700
四川省	绵阳市	平武县	510727	622500
四川省	绵阳市	江油市	510781	621700
四川省	广元市	利州区	510802	628000
四川省	广元市	昭化区	510811	628000
四川省	广元市	朝天区	510812	628000
四川省	广元市	旺苍县	510821	628200
四川省	广元市	青川县	510822	628100
四川省	广元市	剑阁县	510823	628300
四川省	广元市	苍溪县	510824	628400
四川省	遂宁市	船山区	510903	629000
四川省	遂宁市	安居区	510904	629000
四川省	遂宁市	蓬溪县	510921	629100
四川省	遂宁市	大英县	510923	629300
四川省	遂宁市	射洪市	510981	629200
四川省	内江市	市中区	511002	641000
四川省	内江市	东兴区	511011	641100
四川省	内江市	威远县	511024	642400
四川省	内江市	资中县	511025	641200
四川省	内江市	隆昌市	511083	642100
四川省	乐山市	市中区	511102	614000
四川省	乐山市	沙湾区	511111	614900
四川省	乐山市	五通桥区	511112	614800
四川省	乐山市	金口河区	511113	614700
四川省	乐山市	犍为县	511123	614400
四川省	乐山市	井研县	511124	613100
四川省	乐山市	夹江县	511126	614100
四川省	乐山市	沐川县	511129	614500
四川省	乐山市	峨边彝族自治县	511132	614300
四川省	乐山市	马边彝族自治县	511133	614600
四川省	乐山市	峨眉山市	511181	614200
四川省	南充市	顺庆区	511302	637500
四川省	南充市	高坪区	511303	637100
四川省	南充市	嘉陵区	511304	637900
四川省	南充市	南部县	511321	637300
四川省	南充市	营山县	511322	637700
四川省	南充市	蓬安县	511323	637800
四川省	南充市	仪陇县	511324	637600
四川省	南充市	西充县	511325	637200
四川省	南充市	阆中市	511381	637400
四川省	眉山市	东坡区	511402	620000
四川省	眉山市	彭山区	511403	620800
四川省	眉山市	仁寿县	511421	620500
四川省	眉山市	洪雅县	511423	620300
四川省	眉山市	丹棱县	511424	620200
四川省	眉山市	青神县	511425	620400
四川省	宜宾市	翠屏区	511502	644000
四川省	宜宾市	南溪区	511503	644100
四川省	宜宾市	叙州区	511504	644600
四川省	宜宾市	江安县	511523	644200
四川省	宜宾市	长宁县	511524	644300
四川省	宜宾市	高县	511525	645100
四川省	宜宾市	珙县	511526	644500
四川省	宜宾市	筠连县	511527	645200
四川省	宜宾市	兴文县	511528	644400
四川省	宜宾市	屏山县	511529	645300
四川省	广安市	广安区	511602	638000
四川省	广安市	前锋区	511603	638000
四川省	广安市	岳池县	511621	638300
四川省	广安市	武胜县	511622	638400
四川省	广安市	邻水县	511623	638500
四川省	广安市	华蓥市	511681	638600
四川省	达州市	通川区	511702	635000
四川省	达州市	达川区	511703	635700
四川省	达州市	宣汉县	511722	636100
四川省	达州市	开江县	511723	636200
四川省	达州市	大竹县	511724	635100
四川省	达州市	渠县	511725	635200
四川省	达州市	万源市	511781	636300
四川省	雅安市	雨城区	511802	625000
四川省	雅安市	名山区	511803	625100
四川省	雅安市	荥经县	511822	625200
四川省	雅安市	汉源县	511823	625300
四川省	雅安市	石棉县	511824	625400
四川省	雅安市	天全县	511825	625500
四川省	雅安市	芦山县	511826	625600
四川省	雅安市	宝兴县	511827	625700
四川省	巴中市	巴州区	511902	636000
四川省	巴中市	恩阳区	511903	636000
四川省	巴中市	通江县	511921	636700
四川省	巴中市	南江县	511922	636600
四川省	巴中市	平昌县	511923	636400
四川省	资阳市	雁江区	512002	641300
四川省	资阳市	安岳县	512021	642300
四川省	资阳市	乐至县	512022	641500
四川省	阿坝藏族羌族自治州	马尔康市	513201	624000
四川省	阿坝藏族羌族自治州	汶川县	513221	623000
四川省	阿坝藏族羌族自治州	理县	513222	623100
四川省	阿坝藏族羌族自治州	茂县	513223	623200
四川省	阿坝藏族羌族自治州	松潘县	513224	623300
四川省	阿坝藏族羌族自治州	九寨沟县	513225	623400
四川省	阿坝藏族羌族自治州	金川县	513226	624100
四川省	阿坝藏族羌族自治州	小金县	513227	624200
四川省	阿坝藏族羌族自治州	黑水县	513228	623500
四川省	阿坝藏族羌族自治州	壤塘县	513230	624300
四川省	阿坝藏族羌族自治州	阿坝县	513231	624600
四川省	阿坝藏族羌族自治州	若尔盖县	513232	624500
四川省	阿坝藏族羌族自治州	红原县	513233	624400
四川省	甘孜藏族自治州	康定市	513301	626000
四川省	甘孜藏族自治州	泸定县	513322	626100
四川省	甘孜藏族自治州	丹巴县	513323	626300
四川省	甘孜藏族自治州	九龙县	513324	626200
四川省	甘孜藏族自治州	雅江县	513325	627400
四川省	甘孜藏族自治州	道孚县	513326	626400
四川省	甘孜藏族自治州	炉霍县	513327	626500
四川省	甘孜藏族自治州	甘孜县	513328	626700
四川省	甘孜藏族自治州	新龙县	513329	626800
四川省	甘孜藏族自治州	德格县	513330	627200
四川省	甘孜藏族自治州	白玉县	513331	627100
四川省	甘孜藏族自治州	石渠县	513332	627300
